imdb_title_id	weighted_average_vote	total_votes
tt0088405	5.8	251
tt0088414	6	13671
tt0088423	6.5	674
tt0088427	4.4	321
tt0088437	5.2	174
tt0088443	6.3	174
tt0088445	7.3	2505
tt0088447	6	233
tt0088454	2.9	726
tt0088457	5.9	782
tt0088459	4.5	835
tt0088461	7.2	8487
tt0088462	6.1	489
tt0088463	4.4	149
tt0088466	6.6	324
tt0088645	6.1	325
tt0088670	6.2	100
tt0088678	7.4	2510
tt0088679	4.7	181
tt0088680	7.7	56815
tt0088683	6.6	6627
tt0088687	7	138
tt0088689	6	1035
tt0088691	3.9	482
tt0088695	4.3	200
tt0088701	5.3	290
tt0088703	3.7	583
tt0088705	2.9	226
tt0088706	4.5	188
tt0088707	6.5	5499
tt0088708	5.5	13583
tt0088710	6.3	1408
tt0088714	6.3	806
tt0088715	5.8	281
tt0088722	6.2	708
tt0088724	6.8	130
tt0088729	5	466
tt0088744	6.5	168
tt0088745	5	171
tt0088746	6	304
tt0088748	6.8	8637
tt0088751	5.4	264
tt0088752	4.2	442
tt0088757	4.9	1249
tt0088758	5.5	1097
tt0088760	5.1	3036
tt0088763	8.5	1027330
tt0088765	4.6	1184
tt0088768	6.6	263
tt0088771	4.1	1923
tt0088772	2.4	3139
tt0088775	4.3	354
tt0088781	5.4	613
tt0088784	6.9	248
tt0088787	6.3	316
tt0088789	5.5	484
tt0088794	7.1	40682
tt0088799	6.3	129
tt0088800	4.9	242
tt0088807	5.5	249
tt0088808	6.6	243
tt0088810	6.3	149
tt0088811	7.1	708
tt0088812	5.9	242
tt0088814	6.4	30569
tt0088816	6.1	814
tt0088818	5.8	1080
tt0088821	6.8	1226
tt0088827	4.1	448
tt0088828	3.9	401
tt0088830	3.6	466
tt0088842	5.9	278
tt0088846	7.9	184457
tt0088847	7.9	348873
tt0088848	5.6	583
tt0088849	6.2	109
tt0088850	6.5	34864
tt0088851	5.4	2835
tt0088861	6.6	363
tt0088864	7.3	190
tt0088866	6.1	225
tt0088870	4.1	615
tt0088873	4.7	730
tt0088876	6.9	185
tt0088879	7.2	1259
tt0088881	4.8	144
tt0088882	6.5	545
tt0088883	5.4	210
tt0088885	5.7	5095
tt0088889	6.3	22311
tt0088891	3.7	716
tt0088892	6.5	195
tt0088895	5.3	451
tt0088896	2.7	653
tt0088898	7.1	241
tt0088915	6.2	8991
tt0088925	2.4	1180
tt0088926	7.9	485
tt0088929	4.8	114
tt0088930	7.3	78800
tt0088931	6	2824
tt0088933	6.7	56333
tt0088934	6	897
tt0088936	6.1	6741
tt0088938	7.3	271
tt0088939	7.8	76504
tt0088940	5.3	303
tt0088944	6.7	143443
tt0088947	5.9	924
tt0088952	5	214
tt0088954	6.2	354
tt0088959	1.8	433
tt0088960	6.2	2938
tt0088961	4.3	3270
tt0088963	6.7	564
tt0088967	5.7	5036
tt0088968	6.3	105
tt0088979	6.3	11923
tt0088981	6.3	127
tt0088983	6.9	619
tt0088986	6.9	115
tt0088987	6.7	2357
tt0088992	7.8	1625
tt0088993	7.2	61875
tt0089001	3	163
tt0089002	4.4	933
tt0089003	5.9	13739
tt0089009	6.5	1942
tt0089011	5.8	187
tt0089013	6.7	19338
tt0089015	7	4992
tt0089016	5.2	219
tt0089017	6	20579
tt0089019	5.8	272
tt0089023	5	186
tt0089029	6.5	1664
tt0089034	6.1	1028
tt0089036	4.8	225
tt0089037	3.6	217
tt0089038	4.5	1542
tt0089048	6.8	450
tt0089051	6.9	116
tt0089052	6.8	1433
tt0089055	5	134
tt0089056	7	153
tt0089057	6.7	220
tt0089060	4.5	1819
tt0089061	6.2	194
tt0089065	5.2	202
tt0089066	5.9	1692
tt0089072	6.9	1742
tt0089074	7.6	1188
tt0089077	5.3	737
tt0089079	7	1306
tt0089081	6.9	207
tt0089084	7.1	641
tt0089085	7.1	1145
tt0089087	6.9	9149
tt0089091	5.2	851
tt0089092	6.9	42752
tt0089103	6.4	281
tt0089104	4.6	2136
tt0089108	8.1	5368
tt0089109	3.5	1220
tt0089114	6.6	19374
tt0089115	6.1	188
tt0089118	6.7	17214
tt0089122	6	1011
tt0089123	6.6	263
tt0089124	6.3	532
tt0089129	5.8	603
tt0089134	5.1	378
tt0089136	7.1	183
tt0089139	4.1	235
tt0089153	6.7	16188
tt0089154	4	142
tt0089155	6.9	46684
tt0089160	6.1	2301
tt0089161	6.6	182
tt0089162	4.6	120
tt0089163	5.1	307
tt0089164	5.8	331
tt0089167	5.3	2120
tt0089169	7.1	110
tt0089173	4.8	32655
tt0089175	7.1	58258
tt0089177	6.5	4539
tt0089181	4	578
tt0089194	6.1	404
tt0089199	4.8	1077
tt0089200	4.2	7905
tt0089201	7.2	433
tt0089203	7	165
tt0089206	7.1	1599
tt0089208	6	9647
tt0089209	7.2	278
tt0089217	5.1	105
tt0089218	7.8	237191
tt0089221	5.8	272
tt0089222	6.2	6704
tt0089230	6.5	115
tt0089231	4.2	112
tt0089233	5	206
tt0089238	6	197
tt0089243	4.4	3714
tt0089251	4.9	199
tt0089254	4.4	1230
tt0089256	4.9	619
tt0089259	6.9	107
tt0089264	7	3897
tt0089265	6.4	4261
tt0089268	3.9	215
tt0089269	5	546
tt0089270	5.9	104
tt0089271	4	1147
tt0089272	7	199
tt0089274	3.8	5556
tt0089275	7	241
tt0089276	7.7	7970
tt0089280	2.3	10366
tt0089283	5.7	2872
tt0089284	6.6	2240
tt0089290	5.2	116
tt0089293	6.9	132
tt0089296	6.4	149
tt0089297	7.3	1047
tt0089299	3.9	479
tt0089302	4.2	341
tt0089304	4.8	580
tt0089305	3.9	420
tt0089306	4.5	247
tt0089308	3.6	6193
tt0089312	6.5	327
tt0089313	4.2	113
tt0089322	7	279
tt0089323	6.4	144
tt0089324	6.2	110
tt0089326	2.9	369
tt0089329	6.5	165
tt0089338	5.7	1925
tt0089343	6.6	3222
tt0089346	6.5	10795
tt0089348	5.5	8594
tt0089355	6.4	193
tt0089360	6.5	12894
tt0089361	7.2	524
tt0089362	6.9	110
tt0089364	6	116
tt0089365	5.6	174
tt0089366	6.6	2978
tt0089370	6.2	49754
tt0089371	7.4	3334
tt0089374	7.6	28436
tt0089375	4.9	327
tt0089378	4.9	1296
tt0089382	5.7	248
tt0089383	6.5	529
tt0089385	7.1	5150
tt0089392	4.4	260
tt0089393	6.5	13701
tt0089395	5.8	148
tt0089411	4.6	230
tt0089413	7.5	899
tt0089416	4.2	151
tt0089421	5.3	12281
tt0089424	7.4	13936
tt0089427	4.8	359
tt0089436	5.1	425
tt0089443	5.9	470
tt0089444	6.5	2778
tt0089457	7	42539
tt0089461	6.9	12652
tt0089463	6.1	152
tt0089469	6.5	58567
tt0089470	6.7	8651
tt0089471	5.3	161
tt0089473	4.6	753
tt0089477	6.6	1181
tt0089484	4.5	179
tt0089489	6.2	21808
tt0089491	6.2	666
tt0089496	5.2	256
tt0089499	5.6	171
tt0089501	4.3	1129
tt0089503	4.6	1050
tt0089509	6.6	196
tt0089523	6.5	2847
tt0089529	6.5	665
tt0089530	6.3	124808
tt0089537	6.6	3674
tt0089538	4.9	940
tt0089539	4.7	1720
tt0089541	6.5	129
tt0089543	5.7	14547
tt0089547	4.5	492
tt0089552	6.2	1489
tt0089554	4.5	231
tt0089555	6.7	809
tt0089559	7.3	258
tt0089560	7.2	25551
tt0089561	4.7	213
tt0089562	5.1	1599
tt0089563	4.6	173
tt0089565	3.7	715
tt0089567	6.4	285
tt0089569	5.4	966
tt0089572	6.1	3601
tt0089574	6.5	510
tt0089584	7.2	1549
tt0089587	5.4	203
tt0089591	6.3	6576
tt0089594	6.4	155
tt0089598	5	1882
tt0089599	7.7	1128
tt0089601	6.6	5567
tt0089603	8	8630
tt0089606	7.6	18000
tt0089607	6	374
tt0089613	4.5	107
tt0089618	5.5	159
tt0089622	4.5	1731
tt0089628	4.3	459
tt0089629	5.8	3661
tt0089630	5.5	184
tt0089633	6.4	156
tt0089639	5.5	102
tt0089643	7	5322
tt0089646	7.6	362
tt0089647	6.4	547
tt0089649	5.6	123
tt0089652	6.1	5223
tt0089656	6.6	1154
tt0089663	6.5	123
tt0089670	6.2	56808
tt0089671	6.9	194
tt0089677	5.6	124
tt0089678	7.7	170
tt0089679	6.1	2543
tt0089683	5.9	109
tt0089686	5.5	59772
tt0089687	7.3	636
tt0089689	3.8	1167
tt0089690	4.6	107
tt0089691	5.8	470
tt0089692	6.6	131
tt0089695	5.7	15265
tt0089697	7.2	317
tt0089700	6.3	295
tt0089707	5.8	185
tt0089714	7.2	1012
tt0089715	5.4	1185
tt0089716	7.6	2640
tt0089718	5.9	280
tt0089721	5.7	189
tt0089726	6.2	539
tt0089727	3.1	174
tt0089730	5.5	13099
tt0089731	6.5	3037
tt0089733	6.4	478
tt0089735	3.7	336
tt0089739	6.7	382
tt0089740	6.8	1954
tt0089746	7.1	1099
tt0089748	7.8	8563
tt0089752	6.3	128
tt0089753	6.4	3680
tt0089755	7.2	70818
tt0089756	4.3	317
tt0089762	5.6	840
tt0089763	3.5	196
tt0089765	6.5	135
tt0089767	7.3	51377
tt0089775	4.8	202
tt0089776	5.7	1019
tt0089778	7.4	221
tt0089790	5	124
tt0089791	7	48597
tt0089793	5.8	418
tt0089794	7	366
tt0089798	4.5	4531
tt0089800	7.7	1038
tt0089803	5.8	146
tt0089804	7.6	670
tt0089807	4.7	151
tt0089808	6	194
tt0089813	6.8	290
tt0089816	6	2683
tt0089818	7	151
tt0089821	6.6	2173
tt0089822	5.8	50490
tt0089823	4.9	252
tt0089826	4.9	7622
tt0089831	7.2	236
tt0089832	6.6	1427
tt0089835	5.8	1653
tt0089838	6.5	2457
tt0089841	6.7	22332
tt0089845	5.1	281
tt0089847	5.8	3961
tt0089851	5.3	928
tt0089853	7.7	46146
tt0089860	7	1275
tt0089861	5.3	230
tt0089865	6.7	267
tt0089866	7.7	1908
tt0089867	6	122
tt0089869	6.8	24132
tt0089877	6.9	1075
tt0089880	6.5	151441
tt0089881	8.2	108871
tt0089883	3.9	432
tt0089885	7.2	54717
tt0089886	7	29787
tt0089888	4.7	340
tt0089892	4.9	688
tt0089893	5.1	38049
tt0089894	1.5	159
tt0089901	6.5	10863
tt0089902	6.6	2409
tt0089904	7.1	1244
tt0089907	7.3	53235
tt0089908	6.7	24112
tt0089909	7	207
tt0089911	2.1	171
tt0089912	4.1	116
tt0089913	5.3	6265
tt0089918	6.6	989
tt0089925	6.6	177
tt0089927	6.9	182619
tt0089929	5.1	615
tt0089930	3.3	417
tt0089935	6.6	128
tt0089937	6.6	582
tt0089941	7.2	26249
tt0089943	6.3	535
tt0089949	7.4	112
tt0089950	5.2	251
tt0089952	7.2	442
tt0089957	7.5	1517
tt0089960	7.7	8418
tt0089961	6.3	11174
tt0089963	5.2	374
tt0089964	3.5	540
tt0089967	4.3	135
tt0089974	4.3	805
tt0089977	5.5	777
tt0089981	6.6	6266
tt0089984	7.2	2350
tt0089989	4	189
tt0089994	6.8	4611
tt0089997	6.1	1421
tt0090003	4.9	137
tt0090006	5.7	229
tt0090009	4.9	1318
tt0090018	5	408
tt0090021	6.4	23233
tt0090022	7.2	37166
tt0090036	4.6	1023
tt0090037	6.2	1664
tt0090038	4.8	227
tt0090049	5.5	329
tt0090050	4.7	149
tt0090052	6.6	149
tt0090053	4.9	226
tt0090054	3.9	284
tt0090055	6.6	605
tt0090056	6.5	43314
tt0090057	5.1	2213
tt0090058	5	112
tt0090060	6.4	35229
tt0090062	5.3	234
tt0090065	6.6	1945
tt0090068	3.5	270
tt0090069	6.6	593
tt0090070	6	428
tt0090073	5.8	1846
tt0090079	4.5	294
tt0090081	3.9	127
tt0090093	5.8	745
tt0090094	5.9	13343
tt0090095	6.6	13774
tt0090096	5.1	131
tt0090098	6.3	13583
tt0090101	6.5	1803
tt0090102	6.5	546
tt0090103	7	18895
tt0090108	4.8	193
tt0090109	8.3	678
tt0090110	7.1	4118
tt0090112	6.6	367
tt0090114	7	210
tt0090115	6.6	5694
tt0090116	6.2	335
tt0090122	7.5	562
tt0090124	7.3	171
tt0090125	7.2	549
tt0090130	6	3873
tt0090137	6.5	326
tt0090142	6.1	44860
tt0090145	5.6	645
tt0090148	5.4	251
tt0090149	4.1	149
tt0090150	5.4	312
tt0090151	6.2	2124
tt0090166	3.5	310
tt0090168	6.8	317
tt0090169	5.1	280
tt0090170	5.7	197
tt0090171	6.9	385
tt0090173	6.9	173
tt0090179	5.4	104
tt0090180	7.3	28460
tt0090181	6	158
tt0090183	3.4	560
tt0090184	4.8	1330
tt0090185	7.7	2348
tt0090186	5.1	469
tt0090190	6.3	24614
tt0090192	6	5333
tt0090193	4.5	156
tt0090196	5	6543
tt0090197	6.8	3937
tt0090199	6.3	189
tt0090200	4.4	519
tt0090201	3.8	222
tt0090202	7	223
tt0090203	7.5	3956
tt0090206	6.6	3294
tt0090209	6.6	1637
tt0090213	6.2	4029
tt0090215	7.4	2618
tt0090217	6	3582
tt0090219	6.9	702
tt0090220	6.7	373
tt0090223	6.5	906
tt0090228	6	451
tt0090233	4.2	900
tt0090234	6.9	110
tt0090235	5.1	341
tt0090239	4.2	138
tt0090241	7	120
tt0090244	6.7	272
tt0090245	6.2	1475
tt0090246	7.5	2286
tt0090247	5.7	632
tt0090248	7.2	12928
tt0090249	7.1	1213
tt0090250	7.5	1450
tt0090251	5.7	489
tt0090252	5.4	160
tt0090257	8	3693
tt0090259	7.6	1292
tt0090264	6.4	86238
tt0090266	5.6	116
tt0090270	6.6	7690
tt0090271	6.6	372
tt0090274	5.5	8426
tt0090275	7.6	219
tt0090282	6.7	137
tt0090288	5.6	767
tt0090292	4.4	115
tt0090293	6.1	2198
tt0090295	6.3	202
tt0090296	4	163
tt0090297	6.2	2201
tt0090302	6.3	297
tt0090305	6.6	78335
tt0090309	6.5	353
tt0090310	6.8	1368
tt0090314	4.8	283
tt0090315	7.7	9633
tt0090319	6.7	6575
tt0090322	5.5	837
tt0090323	4.8	1123
tt0090325	6.4	353
tt0090326	5.2	188
tt0090327	5.7	6029
tt0090329	7.4	84424
tt0090333	2.8	1348
tt0090334	1.9	921
tt0090336	7.1	164
tt0090340	7	170
tt0090342	6.4	3411
tt0090349	6.8	187
tt0090350	6.9	13677
tt0090352	7	196
tt0090354	5.2	224
tt0090356	3.8	500
tt0090357	6.8	18801
tt0090358	6.2	159
tt0090360	6.6	163
tt0090366	7.4	6289
tt0090368	8	3165
tt0090370	7.3	616
tt0090371	6.9	253
tt0090374	7.6	481
tt0090376	5.1	163
tt0090377	6.6	721
tt0090381	6.1	559
tt0090383	6	536
tt0090385	6	105
tt0090554	6.4	123
tt0090555	6.6	91006
tt0090556	7.6	2079
tt0090557	7.4	4531
tt0090561	6.5	781
tt0090563	7.4	17479
tt0090564	5.7	574
tt0090565	7.7	1885
tt0090566	7.1	224
tt0090567	6.4	4885
tt0090568	5.8	4362
tt0090570	7.4	8367
tt0090575	7.1	1191
tt0090576	7.2	2996
tt0090578	5.2	252
tt0090579	7.5	2119
tt0090581	5.9	102
tt0090582	4.3	541
tt0090583	6.3	14089
tt0090585	5.6	3047
tt0090601	5.4	2875
tt0090605	8.3	639500
tt0090610	6.7	1915
tt0090611	5.4	120
tt0090624	5.2	176
tt0090627	4.6	508
tt0090629	4.8	127
tt0090630	4.4	1135
tt0090631	4.8	1386
tt0090633	6.9	47909
tt0090634	7	149
tt0090636	7	782
tt0090637	6	159
tt0090642	4.2	132
tt0090644	6.7	3239
tt0090648	7.3	259
tt0090652	4.5	118
tt0090655	6.2	13875
tt0090658	6.5	243
tt0090659	5.1	566
tt0090660	5.7	10493
tt0090665	6.7	1187
tt0090667	7.1	10500
tt0090670	7	13871
tt0090671	6.3	307
tt0090675	4.4	254
tt0090677	7.6	343
tt0090678	5.9	2388
tt0090679	6.9	888
tt0090684	6.6	477
tt0090685	6.7	27366
tt0090686	6	151
tt0090688	4.6	100
tt0090689	6.3	179
tt0090693	6.3	2659
tt0090700	6.2	325
tt0090710	6.6	415
tt0090713	6	6498
tt0090725	7.4	331
tt0090727	5.2	1110
tt0090728	7.3	120764
tt0090729	5.7	2667
tt0090734	5.4	234
tt0090735	5.5	5095
tt0090738	6.3	8498
tt0090743	4.9	176
tt0090748	4.8	321
tt0090750	4.3	997
tt0090753	4.4	988
tt0090756	7.7	176459
tt0090760	6.6	170
tt0090763	5.6	393
tt0090766	5.4	626
tt0090767	5	493
tt0090768	6.5	5357
tt0090769	5.3	1061
tt0090770	6.4	2553
tt0090771	3.7	1971
tt0090772	4.1	112
tt0090773	5.2	199
tt0090774	6.8	3184
tt0090778	5.9	313
tt0090779	5.3	430
tt0090784	6.1	201
tt0090788	4.7	1520
tt0090795	4.5	416
tt0090798	6.6	5170
tt0090799	5.5	2120
tt0090801	6.2	174
tt0090805	7.1	364
tt0090807	4.7	251
tt0090812	7.5	1504
tt0090815	5.5	649
tt0090818	4.9	143
tt0090830	7.2	14652
tt0090834	6.8	294
tt0090836	5.4	234
tt0090837	5.6	11451
tt0090840	6.4	382
tt0090845	7	138
tt0090848	5.4	5977
tt0090849	5.7	7744
tt0090852	6.6	11109
tt0090856	5.1	5773
tt0090859	5.8	66141
tt0090860	4.7	235
tt0090863	7	72856
tt0090866	6.4	2574
tt0090871	5.7	225
tt0090874	5.1	468
tt0090879	5.6	388
tt0090881	5.3	2890
tt0090882	6.4	584
tt0090886	6.4	3581
tt0090887	6.1	30450
tt0090888	7.1	13953
tt0090892	6.4	150
tt0090895	6	152
tt0090902	5.3	114
tt0090903	5.2	933
tt0090904	5.6	1102
tt0090907	6.9	1089
tt0090915	6	2671
tt0090917	5.6	6537
tt0090922	6.7	182
tt0090927	5.6	18449
tt0090928	2.8	487
tt0090929	5.4	106
tt0090930	6	8621
tt0090931	6.9	229
tt0090932	4.6	144
tt0090933	5.4	442
tt0090934	6.7	920
tt0090940	7.3	288
tt0090944	5.9	1355
tt0090945	5.8	513
tt0090948	5.6	952
tt0090949	6.5	197
tt0090952	7.3	2100
tt0090956	7.2	2071
tt0090961	6.7	134
tt0090963	6.7	115
tt0090966	6.2	15285
tt0090967	7.8	46878
tt0090968	5.7	506
tt0090969	6.4	143
tt0090970	4.9	477
tt0090981	5.1	156
tt0090982	8.1	3724
tt0090985	7.2	7699
tt0090986	6.4	259
tt0090992	4.7	288
tt0090993	6.2	246
tt0090994	5.8	591
tt0090998	6.3	151
tt0091002	4	659
tt0091003	4.8	1846
tt0091006	6.8	225
tt0091008	5.5	119
tt0091012	4.2	467
tt0091019	5.9	2161
tt0091020	3.1	101
tt0091024	6.3	3332
tt0091025	4.1	129
tt0091026	4.4	110
tt0091027	5.8	1690
tt0091032	5.2	254
tt0091035	6.3	417
tt0091038	6.1	187
tt0091042	7.8	313852
tt0091045	5.3	124
tt0091049	7.2	140
tt0091050	5.2	166
tt0091051	4.8	1338
tt0091053	6.5	1464
tt0091055	5.2	5843
tt0091059	6.9	43387
tt0091060	6.6	6524
tt0091064	7.6	155577
tt0091065	5.2	559
tt0091067	5.5	136
tt0091068	6	247
tt0091069	7.1	2574
tt0091072	4.6	120
tt0091077	5.1	116
tt0091080	6	37201
tt0091081	6.8	354
tt0091083	6.7	21866
tt0091089	5.2	383
tt0091090	6.5	212
tt0091091	7.1	1385
tt0091093	7.1	5932
tt0091094	4.5	468
tt0091096	7	453
tt0091097	4.9	278
tt0091103	4.4	249
tt0091105	6.9	108
tt0091108	4.2	294
tt0091110	5.2	602
tt0091113	7.3	4634
tt0091114	5.3	546
tt0091116	6.7	112
tt0091117	5.7	167
tt0091118	3.7	380
tt0091119	4.4	215
tt0091123	5.8	460
tt0091126	6.8	195
tt0091129	6	50186
tt0091130	3.2	303
tt0091136	7	312
tt0091148	5.6	1464
tt0091149	7.2	43815
tt0091151	6.8	318
tt0091154	3.5	113
tt0091159	6.3	11438
tt0091164	5.4	2405
tt0091165	5	1688
tt0091166	5.4	2143
tt0091167	7.9	65794
tt0091168	3.9	194
tt0091170	6.2	117
tt0091173	3.2	1055
tt0091178	5.8	6602
tt0091183	5.5	1357
tt0091187	6.9	38809
tt0091188	6.1	9261
tt0091190	7.2	262
tt0091192	5	682
tt0091193	4.3	124
tt0091200	7.6	766
tt0091203	7.1	119188
tt0091209	7.2	42657
tt0091213	4.7	414
tt0091214	7.7	3626
tt0091217	7.5	42163
tt0091219	5.5	286
tt0091221	3.5	237
tt0091223	6.2	22614
tt0091225	4.7	42311
tt0091229	6.8	1098
tt0091230	3.6	125
tt0091238	4.7	206
tt0091244	5.8	440
tt0091246	6.2	504
tt0091251	8.3	54237
tt0091253	6.6	148
tt0091256	8.3	1271
tt0091259	5.3	110
tt0091261	7.3	295
tt0091263	6.4	240
tt0091264	5.2	369
tt0091268	6.2	223
tt0091270	6.6	1042
tt0091276	5.6	7699
tt0091278	5.5	13106
tt0091281	5.6	156
tt0091282	5.3	831
tt0091284	6.2	637
tt0091287	5.8	209
tt0091288	8	23572
tt0091293	5.8	540
tt0091295	6.4	1496
tt0091299	6.8	495
tt0091305	5.6	144
tt0091306	5.9	17850
tt0091309	7.1	493
tt0091310	5.9	698
tt0091313	4.1	1762
tt0091314	6.1	2961
tt0091315	4	198
tt0091317	6.2	202
tt0091322	5.7	450
tt0091325	6.3	226
tt0091326	6	71251
tt0091328	7.4	1825
tt0091335	7	157
tt0091336	4.7	162
tt0091338	5.1	1734
tt0091339	4.8	1711
tt0091341	8.1	11176
tt0091343	5.6	1641
tt0091344	3.9	5268
tt0091351	5.1	138
tt0091352	7.1	159
tt0091354	6.8	137
tt0091355	7.8	2589
tt0091358	6.8	301
tt0091360	7.2	416
tt0091364	8	3317
tt0091369	7.4	121281
tt0091370	5.6	209
tt0091374	7.1	6033
tt0091375	6.5	489
tt0091377	7.1	273
tt0091379	6.4	179
tt0091380	2.6	122
tt0091387	4.2	486
tt0091396	6	9867
tt0091398	8	1591
tt0091400	5.3	1118
tt0091406	7.7	2181
tt0091410	6.6	780
tt0091411	4.5	122
tt0091412	6	248
tt0091415	5.9	2639
tt0091419	7	63797
tt0091425	3.6	146
tt0091427	6.5	3955
tt0091428	6.1	1143
tt0091429	5.3	131
tt0091430	5.5	528
tt0091431	7.1	17315
tt0091433	4.6	379
tt0091437	5.4	148
tt0091442	3.9	408
tt0091443	6.5	100
tt0091445	6.9	14356
tt0091446	3.8	389
tt0091447	5.5	236
tt0091449	6.6	400
tt0091454	4.7	123
tt0091457	5	110
tt0091461	6.8	226
tt0091462	4.4	601
tt0091464	7.2	1895
tt0091466	5.5	1220
tt0091470	6.4	193
tt0091472	6.2	5324
tt0091474	7.2	64207
tt0091480	8	20347
tt0091481	7	173
tt0091495	7	10504
tt0091497	7.3	6928
tt0091498	6.1	895
tt0091499	5.5	29306
tt0091506	7.3	1994
tt0091507	7	1294
tt0091508	4.7	761
tt0091510	6.6	174
tt0091511	5.5	189
tt0091513	4.7	784
tt0091524	5.2	522
tt0091525	5.9	330
tt0091528	6.5	234
tt0091530	7.4	54785
tt0091531	6.7	340
tt0091532	6.1	347
tt0091534	5.9	1251
tt0091535	6.5	120
tt0091537	6.6	1743
tt0091538	7.3	12827
tt0091539	4.9	313
tt0091541	6.4	50889
tt0091544	4.9	2324
tt0091548	4.6	183
tt0091550	5.9	304
tt0091553	5.7	541
tt0091554	6	5707
tt0091555	5.9	1147
tt0091556	6.7	184
tt0091557	6.6	26023
tt0091559	8.5	3164
tt0091560	4.6	1318
tt0091561	2.8	514
tt0091563	6.6	171
tt0091575	6	4676
tt0091578	6.8	13990
tt0091579	5.7	1760
tt0091583	4.6	279
tt0091584	6	2429
tt0091587	4.6	105
tt0091594	6.9	727
tt0091598	7.5	916
tt0091601	6.6	785
tt0091603	5.4	457
tt0091604	5.7	478
tt0091605	7.7	99379
tt0091607	6.5	1926
tt0091608	5.8	139
tt0091613	5.8	515
tt0091617	3.8	455
tt0091621	4.9	1455
tt0091630	6.8	20145
tt0091631	3.1	599
tt0091635	6	36670
tt0091636	6	161
tt0091637	5.7	6668
tt0091642	5.4	738
tt0091646	6.6	134
tt0091647	5.4	3787
tt0091651	5.2	801
tt0091653	5.9	6353
tt0091655	5.8	229
tt0091656	5.8	529
tt0091658	7	847
tt0091668	5	840
tt0091670	8.1	23398
tt0091671	5.9	1964
tt0091676	5.8	143
tt0091677	6.9	206
tt0091680	6.5	13746
tt0091681	5.9	237
tt0091682	4.8	129
tt0091685	6.2	402
tt0091686	6.6	334
tt0091688	5.3	708
tt0091696	6.2	357
tt0091697	7	112
tt0091699	6.9	502
tt0091702	6.7	144
tt0091706	5.4	1219
tt0091707	5.1	1444
tt0091710	3.6	136
tt0091712	6.2	347
tt0091713	5.1	459
tt0091715	6.2	323
tt0091725	7.2	2661
tt0091727	4.1	287
tt0091730	4.9	516
tt0091734	2.8	315
tt0091738	6.3	32089
tt0091755	6.9	696
tt0091757	6.1	7755
tt0091759	7.6	2633
tt0091762	5.5	418
tt0091763	8.1	373386
tt0091766	5.8	217
tt0091767	4.3	586
tt0091769	7	336
tt0091770	7.2	149
tt0091772	6.6	374
tt0091777	5.4	41751
tt0091778	5.7	24282
tt0091785	6.8	242
tt0091786	5.7	2658
tt0091789	4.6	430
tt0091790	6.8	72868
tt0091794	7	1118
tt0091796	6.1	103
tt0091799	5.4	12686
tt0091810	6.2	1553
tt0091814	5.7	4328
tt0091815	5.7	614
tt0091816	6.3	402
tt0091817	7	5066
tt0091818	5.7	1499
tt0091819	5.4	214
tt0091823	7.8	974
tt0091827	3.7	589
tt0091828	5.6	30034
tt0091829	5.3	4624
tt0091830	7.7	6285
tt0091832	4.4	282
tt0091834	6.3	425
tt0091836	5.3	2121
tt0091837	7.7	1203
tt0091847	4.1	633
tt0091853	5.8	437
tt0091859	6.5	3375
tt0091860	7	15469
tt0091862	6.5	366
tt0091867	7.3	38619
tt0091869	6.9	1309
tt0091871	6.6	214
tt0091875	6.6	11144
tt0091876	6.6	157
tt0091877	6.9	25348
tt0091878	2.1	107
tt0091886	7.4	18885
tt0091889	7	737
tt0091890	6.6	131
tt0091892	7.1	127
tt0091895	7.1	496
tt0091896	5	129
tt0091897	5.4	220
tt0091898	4.7	537
tt0091899	6.3	130
tt0091902	4.6	1487
tt0091909	4.2	142
tt0091911	5.7	1134
tt0091920	6	1209
tt0091921	5.3	113
tt0091923	4.7	225
tt0091925	6	1127
tt0091927	4.7	181
tt0091931	4.9	112
tt0091932	3.1	363
tt0091934	3.2	4912
tt0091935	5.9	179
tt0091939	6.7	11071
tt0091940	6	139
tt0091941	6.3	113
tt0091949	6.7	55783
tt0091950	6.8	100
tt0091953	7.1	293
tt0091954	7	29002
tt0091956	5.6	134
tt0091957	4	251
tt0091960	7.1	374
tt0091963	4.6	234
tt0091964	4.3	370
tt0091969	5.3	5133
tt0091971	6.2	270
tt0091976	7.6	485
tt0091981	4.8	3930
tt0091982	5.9	1354
tt0091983	6.9	15841
tt0091989	7	252
tt0091990	4.5	2634
tt0091993	5.7	12823
tt0091995	2.8	123
tt0092001	7.3	193
tt0092004	7	416
tt0092005	8.1	355780
tt0092006	3.5	881
tt0092007	7.3	77203
tt0092015	4.4	944
tt0092022	6.1	574
tt0092026	6.1	207
tt0092030	4.3	597
tt0092034	4.9	172
tt0092035	5.8	2518
tt0092040	7	359
tt0092042	5.6	1547
tt0092048	7.9	15187
tt0092053	6.3	122
tt0092067	8	145338
tt0092068	7	2522
tt0092070	3	293
tt0092072	2.8	508
tt0092074	5.7	6264
tt0092076	5.6	26948
tt0092079	6	1321
tt0092085	6.7	3500
tt0092086	6.5	66674
tt0092090	7.3	798
tt0092093	6.6	215
tt0092099	6.9	287577
tt0092104	5.8	780
tt0092105	6.3	6456
tt0092106	7.3	37026
tt0092112	5.8	5758
tt0092115	4.5	9048
tt0092116	6.5	1058
